ts,account_no,direction,amount,balance_after
2025-09-02 15:31:56.007940,V000107,IN,417469.79,417469.79
2025-09-02 15:39:08.007940,V000171,IN,216309.56,235559.96
2025-09-02 15:46:20.007940,V000159,IN,638885.52,1328736.27
2025-09-02 15:53:32.007940,V000122,IN,91902.66,91902.66
2025-09-02 16:00:44.007940,V000118,IN,746508.08,1490896.2999999998
2025-09-02 16:07:56.007940,V000033,IN,587214.61,705845.1699999999
2025-09-02 16:15:08.007940,V000159,OUT,510949.92,817786.3500000001
2025-09-02 16:22:20.007940,V000102,IN,102204.35,102204.35
2025-09-02 16:29:32.007940,V000062,IN,192402.45,214351.87
2025-09-02 16:36:44.007940,V000172,OUT,788644.24,0.0
2025-09-02 16:43:56.007940,V000029,OUT,146790.63,563812.25
2025-09-02 16:51:08.007940,V000030,IN,673746.09,673746.09
2025-09-02 16:58:20.007940,V000018,IN,737793.61,929689.76
2025-09-02 17:05:32.007940,V000173,IN,2955.37,711698.03
2025-09-02 17:12:44.007940,V000112,IN,410395.26,2230348.1799999997
2025-09-02 17:19:56.007940,V000061,IN,665538.28,665538.28
2025-09-02 17:27:08.007940,V000117,IN,272433.96,1325502.7
2025-09-02 17:34:20.007940,V000188,OUT,593612.29,0.0
2025-09-02 17:41:32.007940,V000066,OUT,603019.93,0.0
2025-09-02 17:48:44.007940,V000042,IN,94159.93,94159.93
2025-09-02 17:55:56.007940,V000135,OUT,774615.75,0.0
2025-09-02 18:03:08.007940,V000134,OUT,377899.52,0.0
2025-09-02 18:10:20.007940,V000159,OUT,650374.32,167412.03000000003
2025-09-02 18:17:32.007940,V000047,OUT,15607.87,167209.96
2025-09-02 18:24:44.007940,V000106,IN,389227.07,1033316.29
2025-09-02 18:31:56.007940,V000190,IN,63353.75,642334.23
2025-09-02 18:39:08.007940,V000083,OUT,373357.64,0.0
2025-09-02 18:46:20.007940,V000005,OUT,565283.88,0.0
2025-09-02 18:53:32.007940,V000167,IN,112513.17,112513.17
2025-09-02 19:00:44.007940,V000091,OUT,721553.91,0.0
2025-09-02 19:07:56.007940,V000057,OUT,155079.79,0.0
2025-09-02 19:15:08.007940,V000180,IN,772009.06,772009.06
2025-09-02 19:22:20.007940,V000048,OUT,153349.16,313113.44999999995
2025-09-02 19:29:32.007940,V000037,OUT,448732.56,186310.3
2025-09-02 19:36:44.007940,V000049,IN,737296.51,1115705.2
2025-09-02 19:43:56.007940,V000173,IN,327970.25,1039668.28
2025-09-02 19:51:08.007940,V000042,OUT,344090.11,0.0
2025-09-02 19:58:20.007940,V000144,OUT,57527.52,0.0
2025-09-02 20:05:32.007940,V000081,OUT,393030.26,0.0
2025-09-02 20:12:44.007940,V000027,IN,644545.67,644545.67
2025-09-02 20:19:56.007940,V000071,IN,494886.04,494886.04
2025-09-02 20:27:08.007940,V000195,IN,228844.43,501072.29
2025-09-02 20:34:20.007940,V000142,IN,759972.81,1522165.02
2025-09-02 20:41:32.007940,V000098,IN,15108.64,135168.28
2025-09-02 20:48:44.007940,V000128,IN,137812.13,504669.4
2025-09-02 20:55:56.007940,V000190,IN,85227.95,727562.1799999999
2025-09-02 21:03:08.007940,V000065,IN,560403.38,781163.8300000001
2025-09-02 21:10:20.007940,V000083,OUT,201343.18,0.0
2025-09-02 21:17:32.007940,V000081,IN,35566.41,35566.41
2025-09-02 21:24:44.007940,V000053,OUT,292454.81,147387.81
2025-09-02 21:31:56.007940,V000071,IN,727839.45,1222725.49
2025-09-02 21:39:08.007940,V000026,IN,431985.9,881632.68
2025-09-02 21:46:20.007940,V000032,OUT,42729.97,0.0
2025-09-02 21:53:32.007940,V000164,OUT,738403.08,0.0
2025-09-02 22:00:44.007940,V000170,IN,176780.28,302022.99
2025-09-02 22:07:56.007940,V000051,OUT,235542.28,0.0
2025-09-02 22:15:08.007940,V000094,OUT,165536.29,254057.67
2025-09-02 22:22:20.007940,V000078,IN,777068.78,777068.78
2025-09-02 22:29:32.007940,V000142,IN,497159.98,2019325.0
2025-09-02 22:36:44.007940,V000044,OUT,444950.59,0.0
2025-09-02 22:43:56.007940,V000189,OUT,577547.36,753617.1900000001
2025-09-02 22:51:08.007940,V000095,IN,576430.49,576430.49
2025-09-02 22:58:20.007940,V000183,OUT,94125.97,0.0
2025-09-02 23:05:32.007940,V000147,OUT,300004.67,0.0
2025-09-02 23:12:44.007940,V000031,IN,652135.13,1244230.3199999998
2025-09-02 23:19:56.007940,V000182,OUT,364615.3,75210.23000000004
2025-09-02 23:27:08.007940,V000092,OUT,574481.64,1016917.7499999999
2025-09-02 23:34:20.007940,V000056,IN,740629.09,1051634.5
2025-09-02 23:41:32.007940,V000031,OUT,30445.79,1213784.53
2025-09-02 23:48:44.007940,V000153,OUT,65470.73,0.0
2025-09-02 23:55:56.007940,V000180,IN,532573.79,1304582.85
2025-09-03 00:03:08.007940,V000069,IN,738762.25,1117542.56
2025-09-03 00:10:20.007940,V000139,IN,425821.3,802107.13
2025-09-03 00:17:32.007940,V000162,IN,304535.02,535689.79
2025-09-03 00:24:44.007940,V000135,IN,422909.02,422909.02
2025-09-03 00:31:56.007940,V000004,OUT,187214.0,0.0
2025-09-03 00:39:08.007940,V000134,OUT,771213.54,0.0
2025-09-03 00:46:20.007940,V000177,OUT,142448.31,836139.7
2025-09-03 00:53:32.007940,V000045,IN,197138.43,197138.43
2025-09-03 01:00:44.007940,V000088,IN,600439.47,1208009.95
2025-09-03 01:07:56.007940,V000021,OUT,684513.32,0.0
2025-09-03 01:15:08.007940,V000124,IN,312266.92,707789.46
2025-09-03 01:22:20.007940,V000086,OUT,146058.26,0.0
2025-09-03 01:29:32.007940,V000054,OUT,604728.81,0.0
2025-09-03 01:36:44.007940,V000032,OUT,620363.88,0.0
2025-09-03 01:43:56.007940,V000170,OUT,34551.96,267471.02999999997
2025-09-03 01:51:08.007940,V000069,OUT,390559.32,726983.24
2025-09-03 01:58:20.007940,V000085,OUT,492834.6,0.0
2025-09-03 02:05:32.007940,V000057,OUT,279217.16,0.0
2025-09-03 02:12:44.007940,V000197,OUT,486276.08,0.0
2025-09-03 02:19:56.007940,V000170,IN,325154.29,592625.3200000001
2025-09-03 02:27:08.007940,V000139,IN,538391.2,1340498.33
2025-09-03 02:34:20.007940,V000119,IN,431997.4,933932.72
2025-09-03 02:41:32.007940,V000006,OUT,720578.74,0.0
2025-09-03 02:48:44.007940,V000166,OUT,74573.45,0.0
2025-09-03 02:55:56.007940,V000084,IN,506753.29,1085385.3
2025-09-03 03:03:08.007940,V000026,OUT,684096.85,197535.83000000007
2025-09-03 03:10:20.007940,V000154,IN,546389.36,549511.49
2025-09-03 03:17:32.007940,V000008,OUT,691398.37,0.0
2025-09-03 03:24:44.007940,V000139,OUT,580960.01,759538.3200000001
2025-09-03 03:31:56.007940,V000135,OUT,127332.84,295576.18000000005
2025-09-03 03:39:08.007940,V000050,OUT,564185.92,0.0
2025-09-03 03:46:20.007940,V000009,OUT,15498.49,196911.52000000002
2025-09-03 03:53:32.007940,V000007,IN,68481.22,68481.22
2025-09-03 04:00:44.007940,V000067,IN,117137.18,117137.18
2025-09-03 04:07:56.007940,V000178,IN,622898.71,622898.71
2025-09-03 04:15:08.007940,V000021,OUT,463340.43,0.0
2025-09-03 04:22:20.007940,V000053,IN,118821.45,266209.26
2025-09-03 04:29:32.007940,V000161,IN,469448.51,591379.42
2025-09-03 04:36:44.007940,V000110,IN,1237.98,66019.72
2025-09-03 04:43:56.007940,V000137,OUT,64666.28,0.0
2025-09-03 04:51:08.007940,V000143,IN,782625.15,1134168.17
2025-09-03 04:58:20.007940,V000039,IN,456975.17,456975.17
2025-09-03 05:05:32.007940,V000185,OUT,620802.67,0.0
2025-09-03 05:12:44.007940,V000041,IN,675246.17,1122961.96
2025-09-03 05:19:56.007940,V000085,OUT,132669.95,0.0
2025-09-03 05:27:08.007940,V000172,IN,529116.65,529116.65
2025-09-03 05:34:20.007940,V000085,IN,588623.47,588623.47
2025-09-03 05:41:32.007940,V000027,IN,697744.53,1342290.2000000002
2025-09-03 05:48:44.007940,V000001,OUT,721135.99,0.0
2025-09-03 05:55:56.007940,V000053,OUT,325605.28,0.0
2025-09-03 06:03:08.007940,V000152,OUT,35197.44,10942.439999999995
2025-09-03 06:10:20.007940,V000122,OUT,466260.86,0.0
2025-09-03 06:17:32.007940,V000020,OUT,518930.92,0.0
2025-09-03 06:24:44.007940,V000073,IN,344117.48,1092773.24
2025-09-03 06:31:56.007940,V000155,OUT,113641.55,0.0
2025-09-03 06:39:08.007940,V000139,OUT,46433.0,713105.32
2025-09-03 06:46:20.007940,V000034,IN,592749.73,592749.73
2025-09-03 06:53:32.007940,V000114,OUT,310565.29,760616.1099999999
2025-09-03 07:00:44.007940,V000119,IN,293920.57,1227853.29
2025-09-03 07:07:56.007940,V000146,IN,165022.77,165022.77
2025-09-03 07:15:08.007940,V000110,IN,160235.72,226255.44
2025-09-03 07:22:20.007940,V000120,OUT,535406.89,0.0
2025-09-03 07:29:32.007940,V000189,IN,146440.04,900057.23
2025-09-03 07:36:44.007940,V000142,OUT,188891.31,1830433.69
2025-09-03 07:43:56.007940,V000060,IN,265980.34,487447.0
2025-09-03 07:51:08.007940,V000134,OUT,661109.08,0.0
2025-09-03 07:58:20.007940,V000119,IN,513248.68,1741101.97
2025-09-03 08:05:32.007940,V000102,OUT,712959.04,0.0
2025-09-03 08:12:44.007940,V000148,IN,427906.82,427906.82
2025-09-03 08:19:56.007940,V000103,IN,408541.3,408541.3
2025-09-03 08:27:08.007940,V000068,OUT,249128.4,0.0
2025-09-03 08:34:20.007940,V000085,OUT,482079.68,106543.78999999998
2025-09-03 08:41:32.007940,V000035,OUT,502840.74,67336.67000000004
2025-09-03 08:48:44.007940,V000025,OUT,772083.18,0.0
2025-09-03 08:55:56.007940,V000084,OUT,615064.29,470321.01
2025-09-03 09:03:08.007940,V000027,OUT,450523.16,891767.04
2025-09-03 09:10:20.007940,V000151,IN,564823.2,564823.2
2025-09-03 09:17:32.007940,V000054,OUT,469418.73,0.0
2025-09-03 09:24:44.007940,V000196,IN,496602.48,867582.13
2025-09-03 09:31:56.007940,V000008,OUT,455843.48,0.0
2025-09-03 09:39:08.007940,V000127,OUT,463137.15,0.0
2025-09-03 09:46:20.007940,V000122,IN,171740.43,171740.43
2025-09-03 09:53:32.007940,V000006,OUT,655221.91,0.0
2025-09-03 10:00:44.007940,V000115,OUT,554062.5,0.0
2025-09-03 10:07:56.007940,V000115,IN,615166.47,615166.47
2025-09-03 10:15:08.007940,V000056,IN,65658.43,1117292.93
2025-09-03 10:22:20.007940,V000150,IN,423775.21,679164.65
2025-09-03 10:29:32.007940,V000063,OUT,346948.57,0.0
2025-09-03 10:36:44.007940,V000092,IN,274145.82,1291063.57
2025-09-03 10:43:56.007940,V000156,OUT,478136.92,0.0
2025-09-03 10:51:08.007940,V000101,IN,616578.83,1179514.76
2025-09-03 10:58:20.007940,V000052,OUT,148116.89,520016.20999999996
2025-09-03 11:05:32.007940,V000129,IN,515774.67,625166.91
2025-09-03 11:12:44.007940,V000045,IN,487924.28,685062.71
2025-09-03 11:19:56.007940,V000195,OUT,549815.27,0.0
2025-09-03 11:27:08.007940,V000087,IN,726686.36,834840.32
2025-09-03 11:34:20.007940,V000198,OUT,103441.45,33981.270000000004
2025-09-03 11:41:32.007940,V000034,OUT,469050.04,123699.69
2025-09-03 11:48:44.007940,V000197,OUT,269872.42,0.0
2025-09-03 11:55:56.007940,V000131,OUT,103735.56,1588610.43
2025-09-03 12:03:08.007940,V000029,OUT,25963.41,537848.84
2025-09-03 12:10:20.007940,V000035,OUT,433226.85,0.0
2025-09-03 12:17:32.007940,V000137,IN,186022.96,186022.96
2025-09-03 12:24:44.007940,V000089,OUT,772364.94,0.0
2025-09-03 12:31:56.007940,V000064,IN,663909.66,663909.66
2025-09-03 12:39:08.007940,V000029,OUT,134463.65,403385.18999999994
2025-09-03 12:46:20.007940,V000131,IN,507481.22,2096091.65
2025-09-03 12:53:32.007940,V000044,IN,730633.98,730633.98
2025-09-03 13:00:44.007940,V000024,IN,748358.53,748358.53
2025-09-03 13:07:56.007940,V000090,OUT,571197.03,0.0
2025-09-03 13:15:08.007940,V000001,OUT,187244.06,0.0
2025-09-03 13:22:20.007940,V000045,OUT,655804.55,29258.159999999916
2025-09-03 13:29:32.007940,V000052,OUT,538333.13,0.0
2025-09-03 13:36:44.007940,V000164,OUT,147991.83,0.0
2025-09-03 13:43:56.007940,V000039,IN,160385.82,617360.99
2025-09-03 13:51:08.007940,V000107,IN,381087.44,798557.23
2025-09-03 13:58:20.007940,V000062,OUT,40691.99,173659.88
2025-09-03 14:05:32.007940,V000159,IN,215652.21,383064.24
2025-09-03 14:12:44.007940,V000010,OUT,394512.71,0.0
2025-09-03 14:19:56.007940,V000097,IN,297974.48,297974.48
2025-09-03 14:27:08.007940,V000082,OUT,270641.23,0.0
2025-09-03 14:34:20.007940,V000096,OUT,187598.82,0.0
2025-09-03 14:41:32.007940,V000091,OUT,177601.58,0.0
2025-09-03 14:48:44.007940,V000131,IN,650124.07,2746215.7199999997
2025-09-03 14:55:56.007940,V000011,IN,773498.13,1530135.6
2025-09-03 15:03:08.007940,V000082,IN,263963.77,263963.77
2025-09-03 15:10:20.007940,V000088,OUT,491273.45,716736.5
2025-09-03 15:17:32.007940,V000144,IN,133863.93,133863.93
2025-09-03 15:24:44.007940,V000015,IN,485445.15,833141.68
2025-09-03 15:31:56.007940,V000089,IN,370593.28,370593.28
2025-09-03 15:39:08.007940,V000095,OUT,149766.46,426664.03
2025-09-03 15:46:20.007940,V000123,OUT,333370.64,0.0
2025-09-03 15:53:32.007940,V000153,OUT,344909.48,0.0
2025-09-03 16:00:44.007940,V000046,OUT,669467.05,0.0
2025-09-03 16:07:56.007940,V000096,IN,782696.85,782696.85
2025-09-03 16:15:08.007940,V000093,OUT,13143.59,705561.27
2025-09-03 16:22:20.007940,V000199,IN,506478.04,506478.04
2025-09-03 16:29:32.007940,V000146,OUT,577913.77,0.0
2025-09-03 16:36:44.007940,V000036,IN,684508.56,1442219.3
2025-09-03 16:43:56.007940,V000189,IN,126236.12,1026293.35
2025-09-03 16:51:08.007940,V000076,OUT,326743.78,0.0
2025-09-03 16:58:20.007940,V000190,OUT,592048.52,135513.66000000003
2025-09-03 17:05:32.007940,V000052,OUT,382242.98,0.0
2025-09-03 17:12:44.007940,V000095,OUT,327760.68,98903.35000000003
2025-09-03 17:19:56.007940,V000112,IN,103559.69,2333907.87
2025-09-03 17:27:08.007940,V000062,IN,751523.36,925183.24
2025-09-03 17:34:20.007940,V000007,IN,205235.64,273716.86
2025-09-03 17:41:32.007940,V000118,OUT,766773.97,724122.3300000001
2025-09-03 17:48:44.007940,V000172,OUT,280691.08,248425.57
2025-09-03 17:55:56.007940,V000069,IN,483990.29,1210973.53
2025-09-03 18:03:08.007940,V000068,IN,455130.86,455130.86
2025-09-03 18:10:20.007940,V000133,OUT,193695.18,368268.99000000005
2025-09-03 18:17:32.007940,V000092,OUT,405529.95,885533.6200000001
2025-09-03 18:24:44.007940,V000169,OUT,605293.15,0.0
2025-09-03 18:31:56.007940,V000052,OUT,752571.53,0.0
2025-09-03 18:39:08.007940,V000184,OUT,188420.95,0.0
2025-09-03 18:46:20.007940,V000155,OUT,306186.2,0.0
2025-09-03 18:53:32.007940,V000139,IN,627084.04,1340189.3599999999
2025-09-03 19:00:44.007940,V000044,IN,726006.37,1456640.35
2025-09-03 19:07:56.007940,V000070,IN,343638.43,343638.43
2025-09-03 19:15:08.007940,V000038,IN,367501.21,367501.21
2025-09-03 19:22:20.007940,V000197,OUT,630850.59,0.0
2025-09-03 19:29:32.007940,V000194,OUT,717813.2,0.0
2025-09-03 19:36:44.007940,V000111,IN,41029.1,775945.19
2025-09-03 19:43:56.007940,V000070,OUT,384157.33,0.0
2025-09-03 19:51:08.007940,V000136,IN,507089.32,517935.98
2025-09-03 19:58:20.007940,V000178,OUT,372866.32,250032.38999999996
2025-09-03 20:05:32.007940,V000120,OUT,372887.65,0.0
2025-09-03 20:12:44.007940,V000141,OUT,72117.99,765069.1900000001
2025-09-03 20:19:56.007940,V000009,OUT,675743.25,0.0
2025-09-03 20:27:08.007940,V000131,OUT,346739.18,2399476.54
2025-09-03 20:34:20.007940,V000186,IN,398791.75,398791.75
2025-09-03 20:41:32.007940,V000174,OUT,723787.97,0.0
2025-09-03 20:48:44.007940,V000048,IN,722479.83,1035593.28
2025-09-03 20:55:56.007940,V000178,OUT,786386.82,0.0
2025-09-03 21:03:08.007940,V000010,IN,555264.92,555264.92
2025-09-03 21:10:20.007940,V000044,IN,114100.4,1570740.75
2025-09-03 21:17:32.007940,V000064,IN,662837.21,1326746.87
2025-09-03 21:24:44.007940,V000159,OUT,314352.03,68712.20999999996
2025-09-03 21:31:56.007940,V000159,IN,351530.83,420243.04000000004
2025-09-03 21:39:08.007940,V000011,OUT,168170.78,1361964.82
2025-09-03 21:46:20.007940,V000114,IN,546168.22,1306784.33
2025-09-03 21:53:32.007940,V000187,IN,347239.84,1142388.19
2025-09-03 22:00:44.007940,V000144,OUT,283976.44,0.0
2025-09-03 22:07:56.007940,V000093,IN,143774.89,849336.16
2025-09-03 22:15:08.007940,V000050,OUT,674787.05,0.0
2025-09-03 22:22:20.007940,V000145,OUT,136554.35,1075943.18
2025-09-03 22:29:32.007940,V000192,OUT,421962.8,0.0
2025-09-03 22:36:44.007940,V000111,OUT,732963.5,42981.689999999944
2025-09-03 22:43:56.007940,V000131,OUT,786302.38,1613174.1600000001
2025-09-03 22:51:08.007940,V000100,OUT,230286.43,411231.95
2025-09-03 22:58:20.007940,V000106,OUT,123517.13,909799.16
2025-09-03 23:05:32.007940,V000198,IN,275062.96,309044.23000000004
2025-09-03 23:12:44.007940,V000063,OUT,797945.34,0.0
2025-09-03 23:19:56.007940,V000029,OUT,320660.43,82724.76000000001
2025-09-03 23:27:08.007940,V000065,IN,151590.32,932754.1499999999
2025-09-03 23:34:20.007940,V000168,OUT,66728.99,0.0
2025-09-03 23:41:32.007940,V000116,IN,65293.59,291828.07999999996
2025-09-03 23:48:44.007940,V000166,IN,158258.87,158258.87
2025-09-03 23:55:56.007940,V000011,OUT,264825.78,1097139.04
2025-09-04 00:03:08.007940,V000135,OUT,643051.9,0.0
2025-09-04 00:10:20.007940,V000158,OUT,484821.74,0.0
2025-09-04 00:17:32.007940,V000062,OUT,410776.62,514406.62
2025-09-04 00:24:44.007940,V000079,IN,581962.83,818947.4199999999
2025-09-04 00:31:56.007940,V000019,IN,25693.78,146281.83000000002
2025-09-04 00:39:08.007940,V000179,OUT,324188.11,0.0
2025-09-04 00:46:20.007940,V000030,IN,378936.28,1052682.37
2025-09-04 00:53:32.007940,V000022,OUT,464725.8,0.0
2025-09-04 01:00:44.007940,V000133,IN,751338.96,1119607.95
2025-09-04 01:07:56.007940,V000040,IN,557298.27,1156738.55
2025-09-04 01:15:08.007940,V000074,OUT,311529.55,40153.109999999986
2025-09-04 01:22:20.007940,V000188,OUT,552515.55,0.0
2025-09-04 01:29:32.007940,V000117,OUT,26424.99,1299077.71
2025-09-04 01:36:44.007940,V000087,OUT,352904.16,481936.16
2025-09-04 01:43:56.007940,V000035,OUT,327462.69,0.0
2025-09-04 01:51:08.007940,V000101,OUT,364741.1,814773.66
2025-09-04 01:58:20.007940,V000045,IN,192556.65,221814.81
2025-09-04 02:05:32.007940,V000180,IN,481268.71,1785851.56
2025-09-04 02:12:44.007940,V000069,IN,380340.83,1591314.36
2025-09-04 02:19:56.007940,V000137,OUT,644225.93,0.0
2025-09-04 02:27:08.007940,V000191,IN,427578.99,427578.99
2025-09-04 02:34:20.007940,V000002,IN,702085.57,1424819.7999999998
2025-09-04 02:41:32.007940,V000171,IN,572704.17,808264.13
2025-09-04 02:48:44.007940,V000191,IN,39789.07,467368.06
2025-09-04 02:55:56.007940,V000076,IN,137434.21,137434.21
2025-09-04 03:03:08.007940,V000179,IN,337500.36,337500.36
2025-09-04 03:10:20.007940,V000029,OUT,415735.03,0.0
2025-09-04 03:17:32.007940,V000056,IN,156002.6,1273295.53
2025-09-04 03:24:44.007940,V000197,IN,722625.17,722625.17
2025-09-04 03:31:56.007940,V000075,IN,535650.07,535650.07
2025-09-04 03:39:08.007940,V000142,IN,404058.56,2234492.25
2025-09-04 03:46:20.007940,V000144,IN,173972.7,173972.7
2025-09-04 03:53:32.007940,V000074,IN,765427.08,805580.19
2025-09-04 04:00:44.007940,V000052,OUT,465756.68,0.0
2025-09-04 04:07:56.007940,V000014,IN,659556.93,1021767.9600000001
2025-09-04 04:15:08.007940,V000086,OUT,249378.74,0.0
2025-09-04 04:22:20.007940,V000188,IN,416203.09,416203.09
2025-09-04 04:29:32.007940,V000193,IN,93942.2,711308.9199999999
2025-09-04 04:36:44.007940,V000054,OUT,200338.09,0.0
2025-09-04 04:43:56.007940,V000066,OUT,708633.08,0.0
2025-09-04 04:51:08.007940,V000016,IN,533591.68,728061.24
2025-09-04 04:58:20.007940,V000120,OUT,229970.65,0.0
2025-09-04 05:05:32.007940,V000018,OUT,621181.92,308507.83999999997
2025-09-04 05:12:44.007940,V000163,IN,383618.21,737799.06
2025-09-04 05:19:56.007940,V000100,IN,695363.79,1106595.74
2025-09-04 05:27:08.007940,V000128,IN,111944.88,616614.28
2025-09-04 05:34:20.007940,V000133,IN,363236.29,1482844.24
2025-09-04 05:41:32.007940,V000170,IN,521568.18,1114193.5
2025-09-04 05:48:44.007940,V000081,IN,169852.2,205418.61000000002
2025-09-04 05:55:56.007940,V000065,IN,311152.11,1243906.26
2025-09-04 06:03:08.007940,V000047,IN,501269.62,668479.58
2025-09-04 06:10:20.007940,V000077,IN,561027.98,1471827.51
2025-09-04 06:17:32.007940,V000167,IN,289587.46,402100.63
2025-09-04 06:24:44.007940,V000123,OUT,379620.78,0.0
2025-09-04 06:31:56.007940,V000160,IN,130545.19,1367880.21
2025-09-04 06:39:08.007940,V000074,OUT,197333.32,608246.8699999999
2025-09-04 06:46:20.007940,V000149,IN,690662.78,1128189.5
2025-09-04 06:53:32.007940,V000186,IN,653424.27,1052216.02
2025-09-04 07:00:44.007940,V000195,IN,565351.01,565351.01
2025-09-04 07:07:56.007940,V000091,IN,465247.97,465247.97
2025-09-04 07:15:08.007940,V000059,OUT,196222.62,38376.81
2025-09-04 07:22:20.007940,V000040,IN,149442.32,1306180.87
2025-09-04 07:29:32.007940,V000009,OUT,353810.44,0.0
2025-09-04 07:36:44.007940,V000156,IN,245532.57,245532.57
2025-09-04 07:43:56.007940,V000025,IN,424145.08,424145.08
2025-09-04 07:51:08.007940,V000082,OUT,236019.01,27944.76000000001
2025-09-04 07:58:20.007940,V000115,OUT,632900.88,0.0
2025-09-04 08:05:32.007940,V000162,IN,157706.4,693396.1900000001
2025-09-04 08:12:44.007940,V000164,IN,380868.13,380868.13
2025-09-04 08:19:56.007940,V000081,IN,566225.88,771644.49
2025-09-04 08:27:08.007940,V000086,IN,53271.35,53271.35
2025-09-04 08:34:20.007940,V000105,OUT,442691.07,0.0
2025-09-04 08:41:32.007940,V000177,IN,58036.92,894176.62
2025-09-04 08:48:44.007940,V000012,IN,431388.15,431388.15
2025-09-04 08:55:56.007940,V000058,OUT,72782.19,0.0
2025-09-04 09:03:08.007940,V000096,OUT,624413.61,158283.24
2025-09-04 09:10:20.007940,V000092,OUT,590626.66,294906.95999999996
2025-09-04 09:17:32.007940,V000007,OUT,219128.91,54587.94999999998
2025-09-04 09:24:44.007940,V000025,IN,350849.51,774994.5900000001
2025-09-04 09:31:56.007940,V000002,IN,31833.08,1456652.8800000001
2025-09-04 09:39:08.007940,V000056,OUT,700646.59,572648.9400000001
2025-09-04 09:46:20.007940,V000034,OUT,765194.69,0.0
2025-09-04 09:53:32.007940,V000144,IN,397163.61,571136.31
2025-09-04 10:00:44.007940,V000166,IN,321581.37,479840.24
2025-09-04 10:07:56.007940,V000134,IN,701514.96,701514.96
2025-09-04 10:15:08.007940,V000023,OUT,289306.27,0.0
2025-09-04 10:22:20.007940,V000090,IN,255003.23,255003.23
2025-09-04 10:29:32.007940,V000074,IN,738160.97,1346407.8399999999
2025-09-04 10:36:44.007940,V000117,OUT,710127.99,588949.72
2025-09-04 10:43:56.007940,V000015,IN,613808.87,1446950.55
2025-09-04 10:51:08.007940,V000051,IN,735649.48,735649.48
2025-09-04 10:58:20.007940,V000072,IN,584119.09,584119.09
2025-09-04 11:05:32.007940,V000150,OUT,172898.46,506266.19000000006
2025-09-04 11:12:44.007940,V000122,OUT,653878.94,0.0
2025-09-04 11:19:56.007940,V000061,IN,130563.71,796101.99
2025-09-04 11:27:08.007940,V000043,IN,204691.41,801072.79
2025-09-04 11:34:20.007940,V000084,OUT,338630.85,131690.16000000003
2025-09-04 11:41:32.007940,V000172,IN,150896.15,399321.72
2025-09-04 11:48:44.007940,V000183,IN,638554.68,638554.68
2025-09-04 11:55:56.007940,V000091,IN,646413.11,1111661.08
2025-09-04 12:03:08.007940,V000142,IN,110441.41,2344933.66
2025-09-04 12:10:20.007940,V000028,OUT,291726.54,0.0
2025-09-04 12:17:32.007940,V000199,IN,603987.07,1110465.1099999999
2025-09-04 12:24:44.007940,V000104,IN,624730.82,624730.82
2025-09-04 12:31:56.007940,V000173,OUT,594714.42,444953.86
2025-09-04 12:39:08.007940,V000058,OUT,606221.69,0.0
2025-09-04 12:46:20.007940,V000012,IN,3554.44,434942.59
2025-09-04 12:53:32.007940,V000116,OUT,664003.06,0.0
2025-09-04 13:00:44.007940,V000119,IN,130656.81,1871758.78
2025-09-04 13:07:56.007940,V000128,IN,336637.29,953251.5700000001
2025-09-04 13:15:08.007940,V000033,IN,725229.04,1431074.21
2025-09-04 13:22:20.007940,V000162,OUT,254069.57,439326.61999999994
2025-09-04 13:29:32.007940,V000174,IN,55505.34,55505.34
2025-09-04 13:36:44.007940,V000121,OUT,257444.34,0.0
2025-09-04 13:43:56.007940,V000017,IN,74314.09,687544.6799999999
2025-09-04 13:51:08.007940,V000005,OUT,723961.78,0.0
2025-09-04 13:58:20.007940,V000070,IN,168175.49,168175.49
2025-09-04 14:05:32.007940,V000036,OUT,50776.72,1391442.58
2025-09-04 14:12:44.007940,V000137,IN,705124.04,705124.04
2025-09-04 14:19:56.007940,V000152,IN,759400.89,770343.33
2025-09-04 14:27:08.007940,V000088,OUT,660442.13,56294.369999999995
2025-09-04 14:34:20.007940,V000169,OUT,56454.84,0.0
2025-09-04 14:41:32.007940,V000049,OUT,796472.09,319233.11
2025-09-04 14:48:44.007940,V000102,IN,290768.48,290768.48
2025-09-04 14:55:56.007940,V000193,OUT,17203.73,694105.1900000001
2025-09-04 15:03:08.007940,V000070,IN,43574.44,211749.93
2025-09-04 15:10:20.007940,V000193,OUT,286704.26,407400.92999999993
2025-09-04 15:17:32.007940,V000181,IN,182269.97,182269.97
2025-09-04 15:24:44.007940,V000031,OUT,102045.19,1111739.34
2025-09-04 15:31:56.007940,V000182,OUT,680109.43,0.0
2025-09-04 15:39:08.007940,V000162,OUT,603867.25,0.0
2025-09-04 15:46:20.007940,V000077,OUT,502855.63,968971.88
2025-09-04 15:53:32.007940,V000089,IN,190442.92,561036.2000000001
2025-09-04 16:00:44.007940,V000128,OUT,601309.89,351941.67999999993
2025-09-04 16:07:56.007940,V000187,OUT,213567.61,928820.58
2025-09-04 16:15:08.007940,V000097,IN,680071.17,978045.65
2025-09-04 16:22:20.007940,V000099,IN,384143.25,384143.25
2025-09-04 16:29:32.007940,V000189,OUT,215665.3,810628.05
2025-09-04 16:36:44.007940,V000096,IN,74304.36,232587.59999999998
2025-09-04 16:43:56.007940,V000188,OUT,563896.08,0.0
2025-09-04 16:51:08.007940,V000113,IN,78976.74,78976.74
